field_name,entity_type,data_type,requirement_type,requirement_detail,source_file
appraisal_replacement_cost,INSURANCE,CurrencyDataDictField,NOT_REQUIRED,BooleanRequired(False),internal_onboarding_insurance_fields.py
arm_conversion_fee,LOAN,RateDataDictField,NOT_REQUIRED,BooleanRequired(False),arm_loan_fields.py
arm_conversion_period,LOAN,IntDataDictField,NOT_REQUIRED,BooleanRequired(False),arm_loan_fields.py
arm_max_payment_after_first_payment_change,LOAN,CurrencyDataDictField,NOT_REQUIRED,BooleanRequired(False),arm_loan_fields.py
arm_max_subsequent_payment_change,LOAN,CurrencyDataDictField,NOT_REQUIRED,BooleanRequired(False),arm_loan_fields.py
arm_min_payment_after_first_payment_change,LOAN,CurrencyDataDictField,NOT_REQUIRED,BooleanRequired(False),arm_loan_fields.py
arm_min_subsequent_payment_change,LOAN,CurrencyDataDictField,NOT_REQUIRED,BooleanRequired(False),arm_loan_fields.py
bankruptcy_court_case_status,BANKRUPTCY,LiteralDataDictField,NOT_REQUIRED,BooleanRequired(False),bankruptcy_fields.py
bankruptcy_court_district,BANKRUPTCY,IntDataDictField,NOT_REQUIRED,BooleanRequired(False),bankruptcy_fields.py
bankruptcy_date_converted,BANKRUPTCY,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),bankruptcy_fields.py
bankruptcy_date_discharged,BANKRUPTCY,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),bankruptcy_fields.py
bankruptcy_date_dismissed,BANKRUPTCY,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),bankruptcy_fields.py
bankruptcy_date_withdrawn,BANKRUPTCY,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),bankruptcy_fields.py
bankruptcy_termination_date,BANKRUPTCY,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),bankruptcy_fields.py
billing_day,LOAN,IntDataDictField,NOT_REQUIRED,BooleanRequired(False),heloc_fields.py
borrower_date_of_birth,LOAN,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_borrower_fields.py
borrower_deceased_date,LOAN,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_borrower_fields.py
borrower_email_address,LOAN,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_borrower_fields.py
borrower_entity_date_of_birth,BORROWER,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),borrower_fields.py
borrower_entity_deceased_date,BORROWER,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),borrower_fields.py
borrower_entity_email_address,BORROWER,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),borrower_fields.py
borrower_entity_ethnicity,BORROWER,LiteralDataDictField,NOT_REQUIRED,BooleanRequired(False),borrower_fields.py
borrower_entity_gender,BORROWER,LiteralDataDictField,NOT_REQUIRED,BooleanRequired(False),borrower_fields.py
borrower_entity_mailing_address_2,BORROWER,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),borrower_fields.py
borrower_entity_middle_name,BORROWER,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),borrower_fields.py
borrower_entity_originating_fico,BORROWER,IntDataDictField,NOT_REQUIRED,BooleanRequired(False),borrower_fields.py
borrower_entity_originating_fico_date,BORROWER,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),borrower_fields.py
borrower_entity_phone_number_cell,BORROWER,PhoneNumberDataDictField,NOT_REQUIRED,BooleanRequired(False),borrower_fields.py
borrower_entity_phone_number_home,BORROWER,PhoneNumberDataDictField,NOT_REQUIRED,BooleanRequired(False),borrower_fields.py
borrower_entity_phone_number_work,BORROWER,PhoneNumberDataDictField,NOT_REQUIRED,BooleanRequired(False),borrower_fields.py
borrower_entity_preferred_language,BORROWER,LiteralDataDictField,NOT_REQUIRED,BooleanRequired(False),borrower_fields.py
borrower_entity_primary_phone_number_type,BORROWER,LiteralDataDictField,NOT_REQUIRED,BooleanRequired(False),borrower_fields.py
borrower_entity_race,BORROWER,LiteralDataDictField,NOT_REQUIRED,BooleanRequired(False),borrower_fields.py
borrower_entity_scra_end_date,BORROWER,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),borrower_fields.py
borrower_entity_suffix,BORROWER,LiteralDataDictField,NOT_REQUIRED,BooleanRequired(False),borrower_fields.py
borrower_mailing_address_2,LOAN,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_borrower_fields.py
borrower_middle_name,LOAN,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_borrower_fields.py
borrower_originating_fico,LOAN,IntDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_borrower_fields.py
borrower_phone_number_cell,LOAN,PhoneNumberDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_borrower_fields.py
borrower_phone_number_home,LOAN,PhoneNumberDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_borrower_fields.py
borrower_phone_number_work,LOAN,PhoneNumberDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_borrower_fields.py
borrower_primary_phone_number_type,LOAN,LiteralDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_borrower_fields.py
borrower_scra_end_date,LOAN,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
borrower_suffix,LOAN,LiteralDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_borrower_fields.py
broker_agent_email,INSURANCE,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),internal_onboarding_insurance_fields.py
broker_agent_name,INSURANCE,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),internal_onboarding_insurance_fields.py
broker_agent_number,INSURANCE,PhoneNumberDataDictField,NOT_REQUIRED,BooleanRequired(False),internal_onboarding_insurance_fields.py
broker_name,INSURANCE,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),internal_onboarding_insurance_fields.py
broker_phone_number,INSURANCE,PhoneNumberDataDictField,NOT_REQUIRED,BooleanRequired(False),internal_onboarding_insurance_fields.py
buydown_balance,LOAN,CurrencyDataDictField,NOT_REQUIRED,BooleanRequired(False),escrow_fields.py
cease_and_desist,LOAN,BooleanDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_events_flags_fields.py
client_group_id,LOAN,NonDecimalStringDataDictField,NOT_REQUIRED,BooleanRequired(False),investor_reporting_detail_fields.py
co_borrower_date_of_birth,LOAN,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_co_borrower_fields.py
co_borrower_deceased_date,LOAN,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_co_borrower_fields.py
co_borrower_email_address,LOAN,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_co_borrower_fields.py
co_borrower_first_name,LOAN,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_co_borrower_fields.py
co_borrower_mailing_address_2,LOAN,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_co_borrower_fields.py
co_borrower_middle_name,LOAN,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_co_borrower_fields.py
co_borrower_originating_fico,LOAN,IntDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_co_borrower_fields.py
co_borrower_phone_number_cell,LOAN,PhoneNumberDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_co_borrower_fields.py
co_borrower_phone_number_home,LOAN,PhoneNumberDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_co_borrower_fields.py
co_borrower_phone_number_work,LOAN,PhoneNumberDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_co_borrower_fields.py
co_borrower_scra_end_date,LOAN,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
co_borrower_suffix,LOAN,LiteralDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_co_borrower_fields.py
co_branding_brand_name,LOAN,LiteralDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
collateral_id,LOAN,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
combined_ltv,LOAN,PercentageDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
coverage_amount,INSURANCE,CurrencyDataDictField,NOT_REQUIRED,BooleanRequired(False),internal_onboarding_insurance_fields.py
cumulative_months_forbearance,LOAN,IntDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
data_sharing_opt_out_request_date,LOAN,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
date_debt_reaffirmation_filed,BANKRUPTCY,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),bankruptcy_fields.py
date_of_borrower_originating_fico,LOAN,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_borrower_fields.py
days_past_due,LOAN,IntDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
debt_to_income_ratio,LOAN,DecimalDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_borrower_fields.py
deductible_amount_1,INSURANCE,CurrencyDataDictField,NOT_REQUIRED,BooleanRequired(False),internal_onboarding_insurance_fields.py
destination_investor,LOAN,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
down_payment_assistance,LOAN,BooleanDataDictField,NOT_REQUIRED,BooleanRequired(False),gnma_fields.py
draft_account_first_name,LOAN,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
draft_account_last_name,LOAN,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
escrow_schedule_change_date_1,LOAN,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),escrow_fields.py
escrow_schedule_change_date_2,LOAN,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),escrow_fields.py
expense_paid_date,EXPENSE,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),expense_fields.py
first_forbearance_plan_date,LOAN,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
forbearance_plan_type,MORTGAGE_ASSISTANCE_PLAN,LiteralDataDictField,NOT_REQUIRED,BooleanRequired(False),mortgage_assistance_plan_fields.py
foreclosure_first_legal_action_date,FORECLOSURE,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),foreclosure_fields.py
foreclosure_sale_date_held,FORECLOSURE,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),foreclosure_fields.py
foreclosure_scheduled_sale_date,FORECLOSURE,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),foreclosure_fields.py
freddie_seller_id,LOAN,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
funding_date,LOAN,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
gem_percent_increase,LOAN,PercentageDataDictField,NOT_REQUIRED,BooleanRequired(False),gnma_fields.py
ginnie_pool_number,LOAN,NonDecimalStringDataDictField,NOT_REQUIRED,BooleanRequired(False),investor_reporting_detail_fields.py
ginnie_servicer_number,LOAN,NonDecimalStringDataDictField,NOT_REQUIRED,BooleanRequired(False),investor_reporting_detail_fields.py
gnma_pool_last_report_pool_fic,GNMA_POOL,CurrencyDataDictField,NOT_REQUIRED,BooleanRequired(False),gnma_pool_fields.py
gnma_pool_last_report_pool_principal,GNMA_POOL,CurrencyDataDictField,NOT_REQUIRED,BooleanRequired(False),gnma_pool_fields.py
gnma_pool_last_report_security_rpb,GNMA_POOL,CurrencyDataDictField,NOT_REQUIRED,BooleanRequired(False),gnma_pool_fields.py
gnma_pool_last_report_total_number_of_mortgages,GNMA_POOL,IntDataDictField,NOT_REQUIRED,BooleanRequired(False),gnma_pool_fields.py
gnma_pool_tax_id,GNMA_POOL,NonDecimalStringDataDictField,NOT_REQUIRED,BooleanRequired(False),gnma_pool_fields.py
government_agency_program_type,LOAN,LiteralDataDictField,NOT_REQUIRED,BooleanRequired(False),investor_reporting_detail_fields.py
hardship_type,MORTGAGE_ASSISTANCE_PLAN,LiteralDataDictField,NOT_REQUIRED,BooleanRequired(False),mortgage_assistance_plan_fields.py
heloc_draw_initial_draw_id,HELOC_DRAW,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),heloc_draw_fields.py
heloc_draw_monthly_payment,HELOC_DRAW,DecimalDataDictField,NOT_REQUIRED,BooleanRequired(False),heloc_draw_fields.py
heloc_initial_daily_periodic_rate,LOAN,PercentageDataDictField,NOT_REQUIRED,BooleanRequired(False),heloc_fields.py
heloc_intangible_tax,LOAN,DecimalDataDictField,NOT_REQUIRED,BooleanRequired(False),heloc_fields.py
heloc_mortgage_tax,LOAN,DecimalDataDictField,NOT_REQUIRED,BooleanRequired(False),heloc_fields.py
hfa_indicator,LOAN,BooleanDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
hfa_partner_name,LOAN,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
insurance_payee_code,INSURANCE,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),internal_onboarding_insurance_fields.py
interest_bearing_upb,LOAN,CurrencyDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
iregistration_indicator,LOAN,BooleanDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
is_co_borrower_deceased,LOAN,BooleanDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_co_borrower_fields.py
is_higher_priced_mortgage_loan,LOAN,BooleanDataDictField,NOT_REQUIRED,BooleanRequired(False),escrow_fields.py
late_charge_max,LOAN,CurrencyDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
late_charge_min,LOAN,CurrencyDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
legal_entity,LOAN,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
legal_property_description,LOAN,TextDataDictField,NOT_REQUIRED,BooleanRequired(False),property_fields.py
lender_originator_company_mailing_address_1,LOAN,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
lender_originator_company_mailing_address_2,LOAN,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
lender_originator_company_phone_number,LOAN,PhoneNumberDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
loss_draft_proceeds_balance,LOAN,CurrencyDataDictField,NOT_REQUIRED,BooleanRequired(False),escrow_fields.py
marlin_entity,LOAN,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_borrower_fields.py
master_servicer_glba_opt_out,LOAN,LiteralDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
mers_id,LOAN,NonDecimalStringDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
modified_date_paid_through,MORTGAGE_ASSISTANCE_PLAN,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),mortgage_assistance_plan_fields.py
monthly_payment_amount_discount_1,LOAN,DecimalDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
monthly_payment_amount_discount_2,LOAN,DecimalDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
monthly_payment_amount_discount_3,LOAN,DecimalDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
mortgage_assistance_date_accepted,MORTGAGE_ASSISTANCE_PLAN,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),mortgage_assistance_plan_fields.py
mortgage_assistance_date_first_rpp_payment_received,MORTGAGE_ASSISTANCE_PLAN,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),mortgage_assistance_plan_fields.py
mortgage_assistance_evaluation_date,MORTGAGE_ASSISTANCE_PLAN,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),mortgage_assistance_plan_fields.py
mortgage_assistance_fifth_payment_amount_due,MORTGAGE_ASSISTANCE_PLAN,CurrencyDataDictField,NOT_REQUIRED,BooleanRequired(False),mortgage_assistance_plan_fields.py
mortgage_assistance_fifth_payment_amount_paid,MORTGAGE_ASSISTANCE_PLAN,CurrencyDataDictField,NOT_REQUIRED,BooleanRequired(False),mortgage_assistance_plan_fields.py
mortgage_assistance_fifth_payment_date_paid,MORTGAGE_ASSISTANCE_PLAN,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),mortgage_assistance_plan_fields.py
mortgage_assistance_fifth_payment_due_date,MORTGAGE_ASSISTANCE_PLAN,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),mortgage_assistance_plan_fields.py
mortgage_assistance_fifth_payment_status,MORTGAGE_ASSISTANCE_PLAN,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),mortgage_assistance_plan_fields.py
mortgage_assistance_first_payment_amount_due,MORTGAGE_ASSISTANCE_PLAN,CurrencyDataDictField,NOT_REQUIRED,BooleanRequired(False),mortgage_assistance_plan_fields.py
mortgage_assistance_first_payment_amount_paid,MORTGAGE_ASSISTANCE_PLAN,CurrencyDataDictField,NOT_REQUIRED,BooleanRequired(False),mortgage_assistance_plan_fields.py
mortgage_assistance_first_payment_date_paid,MORTGAGE_ASSISTANCE_PLAN,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),mortgage_assistance_plan_fields.py
mortgage_assistance_first_payment_status,MORTGAGE_ASSISTANCE_PLAN,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),mortgage_assistance_plan_fields.py
mortgage_assistance_fourth_payment_amount_due,MORTGAGE_ASSISTANCE_PLAN,CurrencyDataDictField,NOT_REQUIRED,BooleanRequired(False),mortgage_assistance_plan_fields.py
mortgage_assistance_fourth_payment_amount_paid,MORTGAGE_ASSISTANCE_PLAN,CurrencyDataDictField,NOT_REQUIRED,BooleanRequired(False),mortgage_assistance_plan_fields.py
mortgage_assistance_fourth_payment_date_paid,MORTGAGE_ASSISTANCE_PLAN,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),mortgage_assistance_plan_fields.py
mortgage_assistance_fourth_payment_due_date,MORTGAGE_ASSISTANCE_PLAN,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),mortgage_assistance_plan_fields.py
mortgage_assistance_fourth_payment_status,MORTGAGE_ASSISTANCE_PLAN,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),mortgage_assistance_plan_fields.py
mortgage_assistance_plan_subtype,MORTGAGE_ASSISTANCE_PLAN,LiteralDataDictField,NOT_REQUIRED,BooleanRequired(False),mortgage_assistance_plan_fields.py
mortgage_assistance_plan_type,MORTGAGE_ASSISTANCE_PLAN,LiteralDataDictField,NOT_REQUIRED,BooleanRequired(False),mortgage_assistance_plan_fields.py
mortgage_assistance_second_payment_amount_due,MORTGAGE_ASSISTANCE_PLAN,CurrencyDataDictField,NOT_REQUIRED,BooleanRequired(False),mortgage_assistance_plan_fields.py
mortgage_assistance_second_payment_amount_paid,MORTGAGE_ASSISTANCE_PLAN,CurrencyDataDictField,NOT_REQUIRED,BooleanRequired(False),mortgage_assistance_plan_fields.py
mortgage_assistance_second_payment_date_paid,MORTGAGE_ASSISTANCE_PLAN,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),mortgage_assistance_plan_fields.py
mortgage_assistance_second_payment_due_date,MORTGAGE_ASSISTANCE_PLAN,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),mortgage_assistance_plan_fields.py
mortgage_assistance_second_payment_status,MORTGAGE_ASSISTANCE_PLAN,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),mortgage_assistance_plan_fields.py
mortgage_assistance_sixth_payment_amount_due,MORTGAGE_ASSISTANCE_PLAN,CurrencyDataDictField,NOT_REQUIRED,BooleanRequired(False),mortgage_assistance_plan_fields.py
mortgage_assistance_sixth_payment_amount_paid,MORTGAGE_ASSISTANCE_PLAN,CurrencyDataDictField,NOT_REQUIRED,BooleanRequired(False),mortgage_assistance_plan_fields.py
mortgage_assistance_sixth_payment_date_paid,MORTGAGE_ASSISTANCE_PLAN,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),mortgage_assistance_plan_fields.py
mortgage_assistance_sixth_payment_due_date,MORTGAGE_ASSISTANCE_PLAN,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),mortgage_assistance_plan_fields.py
mortgage_assistance_sixth_payment_status,MORTGAGE_ASSISTANCE_PLAN,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),mortgage_assistance_plan_fields.py
mortgage_assistance_status,MORTGAGE_ASSISTANCE_PLAN,LiteralDataDictField,NOT_REQUIRED,BooleanRequired(False),mortgage_assistance_plan_fields.py
mortgage_assistance_third_payment_amount_due,MORTGAGE_ASSISTANCE_PLAN,CurrencyDataDictField,NOT_REQUIRED,BooleanRequired(False),mortgage_assistance_plan_fields.py
mortgage_assistance_third_payment_amount_paid,MORTGAGE_ASSISTANCE_PLAN,CurrencyDataDictField,NOT_REQUIRED,BooleanRequired(False),mortgage_assistance_plan_fields.py
mortgage_assistance_third_payment_date_paid,MORTGAGE_ASSISTANCE_PLAN,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),mortgage_assistance_plan_fields.py
mortgage_assistance_third_payment_due_date,MORTGAGE_ASSISTANCE_PLAN,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),mortgage_assistance_plan_fields.py
mortgage_assistance_third_payment_status,MORTGAGE_ASSISTANCE_PLAN,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),mortgage_assistance_plan_fields.py
mortgage_assistance_total_repayment_amount,MORTGAGE_ASSISTANCE_PLAN,CurrencyDataDictField,NOT_REQUIRED,BooleanRequired(False),mortgage_assistance_plan_fields.py
mortgage_insurance_annual_notice_last_sent_date,LOAN,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_insurance_fields.py
mortgage_insurance_date_cancelled,LOAN,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_insurance_fields.py
mortgage_insurance_prior_servicer_automatic_termination_date,LOAN,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_insurance_fields.py
nfip_participation,LOAN,LiteralDataDictField,NOT_REQUIRED,BooleanRequired(False),hazard_info_fields.py
non_borrower_email_address,NON_BORROWER,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_non_borrower_fields.py
non_borrower_mailing_address_1,NON_BORROWER,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_non_borrower_fields.py
non_borrower_mailing_address_2,NON_BORROWER,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_non_borrower_fields.py
non_borrower_mailing_city,NON_BORROWER,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_non_borrower_fields.py
non_borrower_mailing_state,NON_BORROWER,LiteralDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_non_borrower_fields.py
non_borrower_mailing_zipcode,NON_BORROWER,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_non_borrower_fields.py
non_borrower_middle_name,NON_BORROWER,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_non_borrower_fields.py
non_borrower_phone_number_cell,NON_BORROWER,PhoneNumberDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_non_borrower_fields.py
non_borrower_phone_number_home,NON_BORROWER,PhoneNumberDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_non_borrower_fields.py
non_borrower_phone_number_work,NON_BORROWER,PhoneNumberDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_non_borrower_fields.py
non_borrower_tax_id,NON_BORROWER,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_non_borrower_fields.py
note_document_date,LOAN,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
note_has_endorsement,LOAN,BooleanDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
note_signed_by_borrower,LOAN,BooleanDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
note_signee_first_name,LOAN,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
note_signee_last_name,LOAN,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
number_of_units,LOAN,IntDataDictField,NOT_REQUIRED,BooleanRequired(False),property_fields.py
original_amortization_term,LOAN,IntDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
original_debt_to_income_ratio,LOAN,DecimalDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
original_gross_monthly_income,LOAN,CurrencyDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
original_ltv,LOAN,PercentageDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
original_maturity_date,LOAN,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
original_occupancy_type,LOAN,LiteralDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
original_payment_amount,LOAN,CurrencyDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
origination_combined_ltv,LOAN,PercentageDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
payment_frequency,INSURANCE,LiteralDataDictField,NOT_REQUIRED,BooleanRequired(False),internal_onboarding_insurance_fields.py
policy_cancellation_date,INSURANCE,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),internal_onboarding_insurance_fields.py
pool_issue_date,LOAN,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),investor_reporting_detail_fields.py
pool_number,LOAN,NonDecimalStringDataDictField,NOT_REQUIRED,BooleanRequired(False),investor_reporting_detail_fields.py
pool_prefix,LOAN,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),investor_reporting_detail_fields.py
pool_suffix,LOAN,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),investor_reporting_detail_fields.py
prepayment_threshold,LOAN,RateDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
prepayment_threshold_period,LOAN,IntDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
previous_servicer_company_mailing_address_2,LOAN,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
property_acquired_year,LOAN,IntDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
property_address_2,LOAN,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),property_fields.py
property_built_year,LOAN,IntDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
property_last_appraisal_date,LOAN,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),property_fields.py
property_last_appraisal_value,LOAN,CurrencyDataDictField,NOT_REQUIRED,BooleanRequired(False),property_fields.py
provider_address_1,INSURANCE,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),internal_onboarding_insurance_fields.py
provider_address_2,INSURANCE,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),internal_onboarding_insurance_fields.py
provider_city,INSURANCE,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),internal_onboarding_insurance_fields.py
provider_state,INSURANCE,LiteralDataDictField,NOT_REQUIRED,BooleanRequired(False),internal_onboarding_insurance_fields.py
provider_zip,INSURANCE,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),internal_onboarding_insurance_fields.py
purchase_price,LOAN,CurrencyDataDictField,NOT_REQUIRED,BooleanRequired(False),property_fields.py
recast_effective_date,LOAN,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
seller_loan_id,LOAN,StringDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
shared_equity_balance,LOAN,DecimalDataDictField,NOT_REQUIRED,BooleanRequired(False),gnma_fields.py
shortage_spread_months,LOAN,IntDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_fields.py
structure_id,INSURANCE,IntDataDictField,NOT_REQUIRED,BooleanRequired(False),internal_onboarding_insurance_fields.py
successor_in_interest_confirmed_date,NON_BORROWER,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),loan_non_borrower_fields.py
transaction_due_date,TRANSACTION,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),transaction_fields.py
transaction_effective_date,TRANSACTION,DateDataDictField,NOT_REQUIRED,BooleanRequired(False),transaction_fields.py
