InvestorLoanIdentifier,SRPPricingSequence,ExceptionPricingIndicator,FundedSRPProceeds,GrossSRPAmount,GrossSRPPercent,NetSRPAmount,NetSRPPercent,ServicerFeesDescription,ServicerFeesItemizedAmount,ServicerFees,BaseSRPAttributeAmortizationTerm,BaseSRPAttributeAmortizationType,BaseSRPAttributeLoanType,BaseSRPAdjustment,SRPHoldbackAmount,SRPHoldbackPercent,SRPAttributeAdjustment,SRPAttributeType,SRPAttributeValue,SRPGridIdentifier
4033543506,283,false,2381.90,3718.55,1.60750,3644.39,1.57544,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.2125,UPB Par Spread,231325.0/-0.125,NJJRFTcw
4033543506,284,false,2381.90,3718.55,1.60750,3644.39,1.57544,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.22,State,TX,NJJRFTcw
4033543506,285,false,2381.90,3718.55,1.60750,3644.39,1.57544,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0625,LTV,95.0,NJJRFTcw
4033543637,286,false,358.40,1053.00,0.87750,981.00,0.81750,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;72;0,72.00,360,Fixed,Conventional,1.25,0.00,0.00000,,Escrow Indicator,true,vnpj6HAC
4033543637,287,false,358.40,1053.00,0.87750,981.00,0.81750,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;72;0,72.00,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0125,Debt To Income,47.0,vnpj6HAC
4033543637,288,false,358.40,1053.00,0.87750,981.00,0.81750,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;72;0,72.00,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0125,UPB Par Spread,120000.0/1.25,vnpj6HAC
4033543637,289,false,358.40,1053.00,0.87750,981.00,0.81750,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;72;0,72.00,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0625,Credit Score,661,vnpj6HAC
4033543637,290,false,358.40,1053.00,0.87750,981.00,0.81750,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;72;0,72.00,360,Fixed,Conventional,1.25,0.00,0.00000,-0.11,State,IN,vnpj6HAC
4033543637,291,false,358.40,1053.00,0.87750,981.00,0.81750,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;72;0,72.00,360,Fixed,Conventional,1.25,0.00,0.00000,-0.15,LTV,75.0,vnpj6HAC
4033543637,292,false,358.40,1053.00,0.87750,981.00,0.81750,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;72;0,72.00,360,Fixed,Conventional,1.25,0.00,0.00000,-0.025,Occupancy Type,Investment Property,vnpj6HAC
4033543679,293,false,1118.34,1192.50,1.19250,1118.34,1.11834,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,,Escrow Indicator,false,9QvM18tF
4033543679,294,false,1118.34,1192.50,1.19250,1118.34,1.11834,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.025,Loan Purpose Code,Refinance,9QvM18tF
4033543679,295,false,1118.34,1192.50,1.19250,1118.34,1.11834,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.12,State,NJ,9QvM18tF
4033543679,296,false,1118.34,1192.50,1.19250,1118.34,1.11834,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0875,LTV,25.0,9QvM18tF
4033543679,297,false,1118.34,1192.50,1.19250,1118.34,1.11834,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.175,UPB Par Spread,100000.0/0.375,9QvM18tF
4033543760,298,false,-7815.47,2197.65,1.20750,2125.65,1.16794,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;72;0,72.00,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0875,LTV,14.0,w6u1eGyB
4033543760,299,false,-7815.47,2197.65,1.20750,2125.65,1.16794,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;72;0,72.00,360,Fixed,Conventional,1.25,0.00,0.00000,,Escrow Indicator,true,w6u1eGyB
4033543760,300,false,-7815.47,2197.65,1.20750,2125.65,1.16794,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;72;0,72.00,360,Fixed,Conventional,1.25,0.00,0.00000,-0.025,Loan Purpose Code,Refinance,w6u1eGyB
4033543760,301,false,-7815.47,2197.65,1.20750,2125.65,1.16794,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;72;0,72.00,360,Fixed,Conventional,1.25,0.00,0.00000,-0.03,State,NY,w6u1eGyB
4033543760,302,false,-7815.47,2197.65,1.20750,2125.65,1.16794,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;72;0,72.00,360,Fixed,Conventional,1.25,0.00,0.00000,0.1875,UPB Par Spread,182000.0/0.25,w6u1eGyB
4033543760,303,false,-7815.47,2197.65,1.20750,2125.65,1.16794,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;72;0,72.00,360,Fixed,Conventional,1.25,0.00,0.00000,-0.025,Debt To Income,50.0,w6u1eGyB
4033543760,304,false,-7815.47,2197.65,1.20750,2125.65,1.16794,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;72;0,72.00,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0625,Credit Score,657,w6u1eGyB
4033543962,305,false,6440.51,9435.50,1.67000,9361.34,1.65687,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,,Escrow Indicator,true,j9suwUQg
4033543962,306,false,6440.51,9435.50,1.67000,9361.34,1.65687,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0125,Debt To Income,45.0,j9suwUQg
4033543962,307,false,6440.51,9435.50,1.67000,9361.34,1.65687,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.22,State,TX,j9suwUQg
4033543962,308,false,6440.51,9435.50,1.67000,9361.34,1.65687,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.3375,UPB Par Spread,565000.0/-1.135,j9suwUQg
4033543962,309,false,6440.51,9435.50,1.67000,9361.34,1.65687,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.125,LTV,89.0,j9suwUQg
4033544328,310,false,741.80,1232.91,1.04750,1158.75,0.98449,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,,Escrow Indicator,true,j9suwUQg
4033544328,311,false,741.80,1232.91,1.04750,1158.75,0.98449,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0125,Credit Score,817,j9suwUQg
4033544328,312,false,741.80,1232.91,1.04750,1158.75,0.98449,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.25,Special Feature Code,235,j9suwUQg
4033544328,313,false,741.80,1232.91,1.04750,1158.75,0.98449,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.09,State,CA,j9suwUQg
4033544328,314,false,741.80,1232.91,1.04750,1158.75,0.98449,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0875,LTV,41.0,j9suwUQg
4033544328,315,false,741.80,1232.91,1.04750,1158.75,0.98449,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.2375,UPB Par Spread,117700.0/-0.250,j9suwUQg
4033544854,316,false,4492.39,4566.55,0.75250,4492.39,0.74028,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,ARM,Conventional,0.85,0.00,0.00000,,Escrow Indicator,false,j9suwUQg
4033544854,317,false,4492.39,4566.55,0.75250,4492.39,0.74028,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,ARM,Conventional,0.85,0.00,0.00000,-0.14,State,CA,j9suwUQg
4033544854,318,false,4492.39,4566.55,0.75250,4492.39,0.74028,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,ARM,Conventional,0.85,0.00,0.00000,-0.017,Special Feature Code,212,j9suwUQg
4033544854,319,false,4492.39,4566.55,0.75250,4492.39,0.74028,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,ARM,Conventional,0.85,0.00,0.00000,-0.102,LTV,75.0,j9suwUQg
4033544854,320,false,4492.39,4566.55,0.75250,4492.39,0.74028,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,ARM,Conventional,0.85,0.00,0.00000,0.1615,UPB Par Spread,606850.55/-0.625,j9suwUQg
4033547153,321,false,3094.59,3168.75,1.26750,3094.59,1.23784,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,,Escrow Indicator,false,j9suwUQg
4033547153,322,false,3094.59,3168.75,1.26750,3094.59,1.23784,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.12,State,WA,j9suwUQg
4033547153,323,false,3094.59,3168.75,1.26750,3094.59,1.23784,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0875,LTV,40.0,j9suwUQg
4033547153,324,false,3094.59,3168.75,1.26750,3094.59,1.23784,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.225,UPB Par Spread,250000.0/-0.375,j9suwUQg
4033548519,325,false,4164.90,8389.69,1.17750,8315.53,1.16709,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,,Escrow Indicator,true,O6w5VTCc
4033548519,326,false,4164.90,8389.69,1.17750,8315.53,1.16709,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.04,State,NJ,O6w5VTCc
4033548519,327,false,4164.90,8389.69,1.17750,8315.53,1.16709,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0375,UPB Par Spread,712500.0/0.500,O6w5VTCc
4033548519,328,false,4164.90,8389.69,1.17750,8315.53,1.16709,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0625,LTV,95.0,O6w5VTCc
4033548519,329,false,4164.90,8389.69,1.17750,8315.53,1.16709,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0125,Debt To Income,49.0,O6w5VTCc
4033548677,330,false,244.35,2476.25,1.41500,2402.09,1.37262,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,,Escrow Indicator,true,O6w5VTCc
4033548677,331,false,244.35,2476.25,1.41500,2402.09,1.37262,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.2375,UPB Par Spread,175000.0/-0.135,O6w5VTCc
4033548677,332,false,244.35,2476.25,1.41500,2402.09,1.37262,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.025,Credit Score,695,O6w5VTCc
4033548677,333,false,244.35,2476.25,1.41500,2402.09,1.37262,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.04,State,NJ,O6w5VTCc
4033548677,334,false,244.35,2476.25,1.41500,2402.09,1.37262,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0875,LTV,43.0,O6w5VTCc
4033549305,335,false,4053.46,4127.62,1.21750,4053.46,1.19563,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,,Escrow Indicator,true,1VKaS4pO
4033549305,336,false,4053.46,4127.62,1.21750,4053.46,1.19563,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.07,State,NM,1VKaS4pO
4033549305,337,false,4053.46,4127.62,1.21750,4053.46,1.19563,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.125,UPB Par Spread,339024.05/0.375,1VKaS4pO
4033549305,338,false,4053.46,4127.62,1.21750,4053.46,1.19563,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0625,LTV,95.0,1VKaS4pO
4033549305,339,false,4053.46,4127.62,1.21750,4053.46,1.19563,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.025,Debt To Income,50.0,1VKaS4pO
